loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1895,BW-3895,ARM,2020-05-24,2050-05-24,286862,225385,9.057,360,OH,Purchase,C,3-5 years,$50k-$100k,Late (30-59 days),13,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1896,BW-3896,VA,2024-03-03,2039-03-03,148102,107967,5.177,180,CA,Purchase,E,3-5 years,$0-$50k,Late (30-59 days),19,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-1897,BW-3897,Fixed,2024-02-27,2054-02-27,137678,100508,6.975,360,CA,DebtConsolidation,B,5+ years,$100k-$150k,Late (30-59 days),36,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1898,BW-3898,ARM,2021-03-02,2051-03-02,295794,257949,7.766,360,NY,Purchase,B,3-5 years,$50k-$100k,Current,0,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1899,BW-3899,Fixed,2022-12-02,2052-12-02,303166,202533,7.803,360,NY,DebtConsolidation,D,5+ years,$0-$50k,Late (60-89 days),3,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-1900,BW-3900,VA,2020-03-31,2050-03-31,155313,81029,5.985,360,IL,Purchase,E,5+ years,$0-$50k,Current,0,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1901,BW-3901,FHA,2023-07-27,2053-07-27,310782,238917,5.945,360,IL,Refinance,D,3-5 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1902,BW-3902,Fixed,2024-04-17,2054-04-17,361195,307554,7.849,360,TX,Refinance,C,< 1 year,$100k-$150k,Current,0,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1903,BW-3903,VA,2024-11-16,2039-11-16,110372,87003,9.441,180,CA,DebtConsolidation,F,3-5 years,$50k-$100k,Late (30-59 days),9,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1904,BW-3904,Fixed,2024-02-03,2054-02-03,211513,158834,7.859,360,TX,Purchase,C,3-5 years,$0-$50k,Late (30-59 days),21,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-1905,BW-3905,Fixed,2021-02-08,2051-02-08,438862,363068,8.270,360,GA,Purchase,A,3-5 years,$100k-$150k,Late (60-89 days),30,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1906,BW-3906,ARM,2024-06-20,2054-06-20,370211,248374,9.197,360,FL,Refinance,E,3-5 years,$0-$50k,Grace Period,18,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1907,BW-3907,Fixed,2021-01-13,2051-01-13,183558,145773,8.522,360,IL,Refinance,F,3-5 years,$0-$50k,Current,0,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1908,BW-3908,FHA,2024-02-19,2054-02-19,469473,428784,5.806,360,CA,Purchase,C,3-5 years,$150k+,Late (30-59 days),15,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1909,BW-3909,Fixed,2020-02-20,2050-02-20,330620,298737,8.595,360,NC,Purchase,HR,3-5 years,$0-$50k,Late (60-89 days),10,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1910,BW-3910,ARM,2023-02-10,2053-02-10,161596,81917,9.327,360,FL,Refinance,B,1-3 years,$100k-$150k,Late (60-89 days),24,Apex Servicing,2026-08-23,2026-08-27,,OriginationSystem
LN-1911,BW-3911,VA,2022-02-18,2037-02-18,428212,374996,7.655,180,IL,Purchase,E,5+ years,$50k-$100k,Late (60-89 days),13,Summit Mortgage,2026-08-25,2026-08-27,,OriginationSystem
LN-1912,BW-3912,VA,2021-04-26,2051-04-26,497263,299476,7.302,360,NY,Purchase,F,3-5 years,$100k-$150k,Grace Period,25,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1913,BW-3913,ARM,2023-04-05,2053-04-05,245646,124798,9.398,360,CA,DebtConsolidation,D,1-3 years,$100k-$150k,Late (30-59 days),37,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-1914,BW-3914,Fixed,2021-01-10,2051-01-10,166429,94370,9.289,360,IL,Purchase,A,5+ years,$0-$50k,Current,0,Apex Servicing,2026-08-26,2026-08-27,,OriginationSystem
LN-1915,BW-3915,ARM,2023-09-19,2038-09-19,310354,286239,5.135,180,IL,DebtConsolidation,D,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-1916,BW-3916,VA,2020-07-17,2050-07-17,425936,421791,8.458,360,GA,DebtConsolidation,F,3-5 years,$150k+,Late (60-89 days),6,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1917,BW-3917,FHA,2020-09-03,2050-09-03,126168,100903,6.026,360,FL,Refinance,E,1-3 years,$0-$50k,Current,0,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1918,BW-3918,FHA,2024-05-12,2054-05-12,455899,367323,6.238,360,MI,Refinance,A,3-5 years,$0-$50k,Current,0,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1919,BW-3919,ARM,2020-10-13,2050-10-13,151767,114464,7.890,360,MI,Purchase,D,< 1 year,$50k-$100k,Late (30-59 days),9,Summit Mortgage,2026-08-14,2026-08-27,,OriginationSystem
LN-1920,BW-3920,FHA,2020-06-16,2050-06-16,127221,66433,4.573,360,NC,DebtConsolidation,A,1-3 years,$150k+,Late (30-59 days),27,Apex Servicing,2026-08-21,2026-08-27,,OriginationSystem
LN-1921,BW-3921,FHA,2022-11-24,2052-11-24,286200,158239,6.006,360,CA,DebtConsolidation,B,1-3 years,$150k+,Current,0,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1922,BW-3922,Fixed,2022-02-12,2037-02-12,329750,297895,7.975,180,MI,Purchase,A,< 1 year,$50k-$100k,Late (30-59 days),36,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1923,BW-3923,Fixed,2024-02-21,2054-02-21,458661,356148,5.371,360,MI,DebtConsolidation,D,3-5 years,$50k-$100k,Grace Period,28,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1924,BW-3924,Fixed,2020-06-17,2050-06-17,374846,260398,4.690,360,PA,DebtConsolidation,B,< 1 year,$50k-$100k,Late (60-89 days),32,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1925,BW-3925,VA,2020-01-04,2050-01-04,130377,84505,7.418,360,FL,DebtConsolidation,A,3-5 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-06,2026-08-27,,OriginationSystem
LN-1926,BW-3926,ARM,2023-07-04,2053-07-04,314977,220089,5.906,360,CA,DebtConsolidation,C,5+ years,$150k+,Grace Period,31,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1927,BW-3927,ARM,2022-02-06,2052-02-06,413561,411258,5.367,360,IL,DebtConsolidation,HR,5+ years,$0-$50k,Grace Period,11,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1928,BW-3928,VA,2020-05-21,2050-05-21,283830,253141,4.191,360,IL,Refinance,HR,5+ years,$50k-$100k,Grace Period,30,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1929,BW-3929,FHA,2022-04-09,2052-04-09,241860,208558,7.305,360,TX,Refinance,C,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1930,BW-3930,VA,2022-08-11,2052-08-11,365565,337231,3.995,360,PA,Purchase,HR,5+ years,$0-$50k,Late (30-59 days),22,Apex Servicing,2026-08-16,2026-08-27,,OriginationSystem
LN-1931,BW-3931,FHA,2024-07-16,2054-07-16,156328,138119,8.324,360,GA,DebtConsolidation,C,3-5 years,$50k-$100k,Late (30-59 days),4,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1932,BW-3932,VA,2022-01-03,2037-01-03,285644,245378,8.122,180,PA,DebtConsolidation,A,5+ years,$0-$50k,Current,0,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1933,BW-3933,VA,2020-10-21,2050-10-21,436058,413276,3.642,360,NY,Purchase,F,1-3 years,$0-$50k,Late (60-89 days),9,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1934,BW-3934,ARM,2023-08-14,2038-08-14,367908,315965,7.073,180,MI,DebtConsolidation,F,1-3 years,$100k-$150k,Late (30-59 days),31,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1935,BW-3935,FHA,2023-11-19,2038-11-19,309547,158143,8.127,180,PA,Refinance,C,< 1 year,$100k-$150k,Current,0,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1936,BW-3936,ARM,2023-10-22,2053-10-22,302150,244414,8.451,360,OH,DebtConsolidation,F,1-3 years,$150k+,Late (60-89 days),37,Apex Servicing,2026-08-27,2026-08-27,,OriginationSystem
LN-1937,BW-3937,Fixed,2021-04-07,2051-04-07,261763,256926,5.849,360,GA,Purchase,E,< 1 year,$50k-$100k,Current,0,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1938,BW-3938,ARM,2022-04-06,2037-04-06,424972,383790,5.976,180,OH,Purchase,D,< 1 year,$100k-$150k,Grace Period,13,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1939,BW-3939,FHA,2021-12-11,2051-12-11,326162,302098,4.277,360,FL,Purchase,E,1-3 years,$100k-$150k,Grace Period,0,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-1940,BW-3940,FHA,2021-02-10,2051-02-10,459757,403592,4.011,360,FL,DebtConsolidation,A,3-5 years,$150k+,Late (60-89 days),26,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1941,BW-3941,Fixed,2020-05-19,2050-05-19,350360,260479,3.851,360,MI,DebtConsolidation,HR,3-5 years,$0-$50k,Late (60-89 days),16,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-1942,BW-3942,FHA,2022-09-23,2052-09-23,325150,318505,8.946,360,CA,DebtConsolidation,F,1-3 years,$150k+,Grace Period,34,Apex Servicing,2026-08-05,2026-08-27,,OriginationSystem
LN-1943,BW-3943,Fixed,2022-10-25,2052-10-25,374431,245698,3.681,360,TX,Purchase,B,5+ years,$150k+,Grace Period,10,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1944,BW-3944,FHA,2024-02-15,2054-02-15,406355,275887,4.927,360,MI,Refinance,HR,5+ years,$0-$50k,Late (60-89 days),19,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1945,BW-3945,ARM,2024-03-11,2054-03-11,252063,216815,7.347,360,TX,DebtConsolidation,B,1-3 years,$150k+,Current,0,Summit Mortgage,2026-08-12,2026-08-27,,OriginationSystem
LN-1946,BW-3946,Fixed,2022-03-17,2052-03-17,132806,94036,8.512,360,NC,Refinance,E,3-5 years,$100k-$150k,Late (30-59 days),29,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1947,BW-3947,ARM,2020-03-11,2050-03-11,367235,293352,8.173,360,MI,Purchase,A,5+ years,$50k-$100k,Current,0,Summit Mortgage,2026-08-17,2026-08-27,,OriginationSystem
LN-1948,BW-3948,FHA,2021-06-26,2051-06-26,125742,92826,7.054,360,TX,Purchase,HR,5+ years,$150k+,Late (30-59 days),37,Apex Servicing,2026-08-11,2026-08-27,,OriginationSystem
LN-1949,BW-3949,ARM,2024-12-15,2054-12-15,137457,102640,7.909,360,CA,Refinance,F,1-3 years,$150k+,Current,0,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1950,BW-3950,FHA,2024-09-15,2054-09-15,490454,328795,4.366,360,OH,Refinance,A,5+ years,$150k+,Grace Period,6,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1951,BW-3951,ARM,2024-07-06,2054-07-06,370227,360118,4.491,360,CA,Purchase,B,1-3 years,$50k-$100k,Late (30-59 days),22,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-1952,BW-3952,VA,2023-11-20,2053-11-20,160707,101927,4.209,360,OH,Purchase,D,3-5 years,$150k+,Current,0,Apex Servicing,2026-08-12,2026-08-27,,OriginationSystem
LN-1953,BW-3953,Fixed,2022-10-24,2052-10-24,448132,433984,5.611,360,CA,DebtConsolidation,E,< 1 year,$0-$50k,Grace Period,13,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1954,BW-3954,ARM,2023-07-19,2053-07-19,263366,197997,7.914,360,MI,Purchase,HR,3-5 years,$100k-$150k,Late (30-59 days),30,Apex Servicing,2026-08-12,2026-08-27,,OriginationSystem
LN-1955,BW-3955,Fixed,2021-09-21,2051-09-21,132188,91028,7.257,360,PA,Refinance,D,3-5 years,$0-$50k,Late (30-59 days),10,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1956,BW-3956,VA,2021-01-08,2036-01-08,297058,175403,5.624,180,FL,Purchase,D,< 1 year,$150k+,Grace Period,10,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1957,BW-3957,Fixed,2021-06-12,2051-06-12,331906,172476,4.754,360,TX,Purchase,HR,1-3 years,$150k+,Late (30-59 days),40,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1958,BW-3958,VA,2021-06-30,2051-06-30,345693,224177,7.379,360,OH,Purchase,HR,1-3 years,$150k+,Late (60-89 days),16,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-1959,BW-3959,VA,2021-03-24,2051-03-24,300470,267798,4.243,360,TX,Purchase,D,5+ years,$50k-$100k,Late (60-89 days),27,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-1960,BW-3960,ARM,2021-03-02,2051-03-02,371747,289349,6.157,360,GA,Purchase,E,5+ years,$150k+,Late (60-89 days),31,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1961,BW-3961,FHA,2023-07-24,2053-07-24,287890,164763,7.940,360,IL,DebtConsolidation,D,5+ years,$150k+,Grace Period,18,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-1962,BW-3962,VA,2024-10-15,2054-10-15,289247,177384,8.347,360,CA,DebtConsolidation,A,3-5 years,$0-$50k,Current,0,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-1963,BW-3963,FHA,2023-04-25,2038-04-25,241105,176694,3.779,180,PA,DebtConsolidation,D,5+ years,$0-$50k,Grace Period,22,Summit Mortgage,2026-08-27,2026-08-27,,OriginationSystem
LN-1964,BW-3964,ARM,2022-06-09,2052-06-09,467482,283350,5.445,360,PA,Refinance,A,1-3 years,$0-$50k,Late (60-89 days),17,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-1965,BW-3965,VA,2023-11-26,2053-11-26,225781,156737,6.640,360,MI,Purchase,E,3-5 years,$150k+,Late (30-59 days),29,Summit Mortgage,2026-08-02,2026-08-27,,OriginationSystem
LN-1966,BW-3966,ARM,2020-05-03,2050-05-03,373508,245834,5.550,360,PA,Refinance,A,5+ years,$100k-$150k,Grace Period,11,Apex Servicing,2026-08-06,2026-08-27,,OriginationSystem
LN-1967,BW-3967,Fixed,2023-04-20,2053-04-20,408654,394350,4.145,360,OH,DebtConsolidation,F,5+ years,$150k+,Late (60-89 days),17,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-1968,BW-3968,VA,2021-12-15,2036-12-15,175022,172080,9.222,180,CA,Purchase,B,< 1 year,$100k-$150k,Late (30-59 days),43,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1969,BW-3969,FHA,2024-08-06,2054-08-06,386911,238339,8.457,360,IL,DebtConsolidation,A,< 1 year,$50k-$100k,Grace Period,0,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1970,BW-3970,ARM,2020-02-25,2050-02-25,476342,458310,4.610,360,TX,DebtConsolidation,E,3-5 years,$0-$50k,Late (60-89 days),25,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1971,BW-3971,VA,2020-11-27,2050-11-27,187644,94954,6.238,360,TX,Refinance,C,3-5 years,$100k-$150k,Grace Period,42,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1972,BW-3972,FHA,2021-01-08,2036-01-08,452171,431941,6.182,180,CA,DebtConsolidation,A,1-3 years,$50k-$100k,Grace Period,22,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1973,BW-3973,Fixed,2020-12-15,2050-12-15,424995,262235,5.657,360,TX,Refinance,F,5+ years,$0-$50k,Grace Period,39,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-1974,BW-3974,VA,2024-05-07,2054-05-07,466531,238214,8.422,360,IL,DebtConsolidation,HR,< 1 year,$0-$50k,Grace Period,1,Apex Servicing,2026-08-20,2026-08-27,,OriginationSystem
LN-1975,BW-3975,Fixed,2021-05-13,2051-05-13,435989,320679,9.276,360,CA,Purchase,D,1-3 years,$100k-$150k,Current,0,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-1976,BW-3976,FHA,2024-04-20,2039-04-20,150966,88338,4.395,180,FL,Refinance,D,1-3 years,$150k+,Grace Period,31,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
LN-1977,BW-3977,FHA,2022-02-09,2052-02-09,168984,92521,7.653,360,TX,DebtConsolidation,A,1-3 years,$100k-$150k,Late (30-59 days),20,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-1978,BW-3978,FHA,2020-12-31,2050-12-31,405184,341643,5.448,360,OH,Purchase,F,3-5 years,$0-$50k,Grace Period,40,Apex Servicing,2026-08-14,2026-08-27,,OriginationSystem
LN-1979,BW-3979,Fixed,2023-05-24,2053-05-24,260747,216050,7.671,360,NC,DebtConsolidation,A,< 1 year,$50k-$100k,Current,0,Summit Mortgage,2026-08-25,2026-08-27,,OriginationSystem
LN-1980,BW-3980,ARM,2024-02-23,2054-02-23,462233,266331,7.634,360,GA,Refinance,D,5+ years,$0-$50k,Late (30-59 days),40,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-1981,BW-3981,ARM,2023-02-10,2038-02-10,327765,165863,6.102,180,OH,Refinance,D,1-3 years,$100k-$150k,Grace Period,14,Summit Mortgage,2026-08-22,2026-08-27,,OriginationSystem
LN-1982,BW-3982,Fixed,2021-11-01,2051-11-01,282620,235686,4.004,360,CA,Purchase,HR,1-3 years,$100k-$150k,Grace Period,5,Apex Servicing,2026-08-08,2026-08-27,,OriginationSystem
LN-1983,BW-3983,VA,2021-10-07,2051-10-07,258270,248748,8.337,360,PA,Purchase,B,1-3 years,$150k+,Late (60-89 days),16,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-1984,BW-3984,ARM,2023-04-30,2038-04-30,159995,91664,6.553,180,GA,Refinance,D,5+ years,$150k+,Current,0,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1985,BW-3985,VA,2022-03-21,2052-03-21,129982,122638,8.304,360,NY,Purchase,D,< 1 year,$100k-$150k,Grace Period,1,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1986,BW-3986,FHA,2022-01-04,2052-01-04,390591,226316,8.831,360,FL,Refinance,A,< 1 year,$50k-$100k,Current,0,Apex Servicing,2026-08-10,2026-08-27,,OriginationSystem
LN-1987,BW-3987,Fixed,2020-07-24,2050-07-24,132426,92062,9.282,360,PA,Refinance,HR,5+ years,$100k-$150k,Late (60-89 days),44,Summit Mortgage,2026-08-05,2026-08-27,,OriginationSystem
LN-1988,BW-3988,FHA,2020-03-12,2035-03-12,302239,163350,5.364,180,NY,Purchase,B,1-3 years,$50k-$100k,Late (30-59 days),44,Apex Servicing,2026-08-25,2026-08-27,,OriginationSystem
LN-1989,BW-3989,VA,2021-06-03,2051-06-03,445928,427900,9.173,360,OH,DebtConsolidation,C,1-3 years,$150k+,Late (30-59 days),21,Summit Mortgage,2026-08-20,2026-08-27,,OriginationSystem
LN-1990,BW-3990,Fixed,2022-05-17,2052-05-17,151261,150772,4.539,360,FL,DebtConsolidation,B,5+ years,$100k-$150k,Current,0,Apex Servicing,2026-08-07,2026-08-27,,OriginationSystem
LN-1991,BW-3991,Fixed,2023-09-27,2053-09-27,213056,151547,7.501,360,IL,Purchase,F,5+ years,$150k+,Current,0,Summit Mortgage,2026-08-19,2026-08-27,,OriginationSystem
LN-1992,BW-3992,VA,2020-08-06,2035-08-06,259655,188352,5.269,180,PA,Purchase,A,< 1 year,$50k-$100k,Current,0,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-1993,BW-3993,VA,2020-10-06,2050-10-06,162694,123220,4.691,360,PA,DebtConsolidation,E,3-5 years,$50k-$100k,Current,0,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1994,BW-3994,Fixed,2023-01-18,2053-01-18,176801,163062,5.814,360,MI,Purchase,D,1-3 years,$50k-$100k,Late (60-89 days),9,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-1995,BW-3995,Fixed,2023-06-16,2053-06-16,424743,310992,5.669,360,OH,Refinance,HR,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-07-31,2026-08-27,,OriginationSystem
LN-1996,BW-3996,FHA,2021-05-16,2051-05-16,318046,240499,6.354,360,NY,Purchase,E,< 1 year,$0-$50k,Late (30-59 days),35,Apex Servicing,2026-08-09,2026-08-27,,OriginationSystem
LN-1997,BW-3997,VA,2020-01-17,2050-01-17,471529,407212,4.028,360,TX,DebtConsolidation,C,5+ years,$50k-$100k,Late (60-89 days),31,Summit Mortgage,2026-08-26,2026-08-27,,OriginationSystem
LN-1998,BW-3998,ARM,2022-11-18,2052-11-18,241630,210867,7.885,360,NC,Purchase,C,3-5 years,$0-$50k,Late (30-59 days),6,Apex Servicing,2026-08-24,2026-08-27,,OriginationSystem
LN-1999,BW-3999,Fixed,2022-05-17,2052-05-17,155923,89119,5.997,360,NY,DebtConsolidation,C,1-3 years,$50k-$100k,Grace Period,2,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-2000,BW-4000,VA,2024-09-21,2039-09-21,247540,173488,6.001,180,NC,DebtConsolidation,E,1-3 years,$0-$50k,Late (60-89 days),20,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-2001,BW-4001,FHA,2020-10-14,2050-10-14,315993,168326,5.982,360,FL,Purchase,D,1-3 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-23,2026-08-27,,OriginationSystem
LN-2002,BW-4002,VA,2022-05-13,2052-05-13,161345,108265,5.200,360,GA,Purchase,C,5+ years,$150k+,Grace Period,34,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-2003,BW-4003,VA,2021-03-25,2051-03-25,219960,114301,5.020,360,OH,Purchase,C,3-5 years,$100k-$150k,Late (60-89 days),12,Summit Mortgage,2026-08-09,2026-08-27,,OriginationSystem
LN-2004,BW-4004,ARM,2022-12-05,2052-12-05,262914,147459,8.726,360,PA,Purchase,B,5+ years,$150k+,Late (30-59 days),19,Apex Servicing,2026-08-01,2026-08-27,,OriginationSystem
LN-2005,BW-4005,FHA,2022-03-18,2052-03-18,317802,289406,6.807,360,NC,Refinance,B,1-3 years,$50k-$100k,Grace Period,14,Summit Mortgage,2026-08-03,2026-08-27,,OriginationSystem
LN-2006,BW-4006,VA,2023-06-11,2053-06-11,238273,156440,8.206,360,FL,DebtConsolidation,E,< 1 year,$0-$50k,Late (30-59 days),35,Apex Servicing,2026-08-19,2026-08-27,,OriginationSystem
LN-2007,BW-4007,VA,2022-08-26,2052-08-26,497109,306752,8.720,360,MI,Purchase,B,< 1 year,$0-$50k,Late (60-89 days),34,Summit Mortgage,2026-08-13,2026-08-27,,OriginationSystem
LN-2008,BW-4008,ARM,2023-04-20,2053-04-20,457501,325980,8.755,360,NC,Refinance,B,1-3 years,$0-$50k,Late (30-59 days),12,Apex Servicing,2026-08-22,2026-08-27,,OriginationSystem
LN-2009,BW-4009,Fixed,2021-11-10,2036-11-10,249534,189693,4.704,180,CA,Refinance,B,< 1 year,$150k+,Current,0,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-2010,BW-4010,ARM,2023-11-08,2053-11-08,370756,187041,8.661,360,CA,Purchase,F,< 1 year,$150k+,Late (60-89 days),13,Apex Servicing,2026-08-04,2026-08-27,,OriginationSystem
LN-2011,BW-4011,FHA,2022-02-03,2052-02-03,378070,217236,7.044,360,OH,Purchase,F,3-5 years,$100k-$150k,Grace Period,44,Summit Mortgage,2026-08-18,2026-08-27,,OriginationSystem
LN-2012,BW-4012,Fixed,2021-11-05,2051-11-05,316763,207547,9.475,360,PA,Refinance,D,3-5 years,$100k-$150k,Late (30-59 days),16,Apex Servicing,2026-08-17,2026-08-27,,OriginationSystem
LN-2013,BW-4013,FHA,2021-10-03,2051-10-03,360895,266060,7.441,360,NY,Refinance,HR,< 1 year,$150k+,Late (60-89 days),25,Summit Mortgage,2026-08-07,2026-08-27,,OriginationSystem
LN-2014,BW-4014,ARM,2024-12-06,2054-12-06,347572,274186,9.321,360,PA,Purchase,D,1-3 years,$50k-$100k,Grace Period,9,Apex Servicing,2026-08-02,2026-08-27,,OriginationSystem
LN-2015,BW-4015,FHA,2024-07-22,2054-07-22,341682,188268,8.878,360,NY,DebtConsolidation,F,5+ years,$0-$50k,Current,0,Summit Mortgage,2026-08-15,2026-08-27,,OriginationSystem
LN-2016,BW-4016,VA,2021-09-16,2036-09-16,217249,122637,8.056,180,CA,Purchase,HR,< 1 year,$100k-$150k,Grace Period,37,Apex Servicing,2026-08-12,2026-08-27,,OriginationSystem
LN-2017,BW-4017,Fixed,2020-03-02,2035-03-02,420019,346505,7.831,180,FL,Refinance,F,1-3 years,$50k-$100k,Current,0,Summit Mortgage,2026-08-01,2026-08-27,,OriginationSystem
LN-2018,BW-4018,ARM,2022-06-08,2052-06-08,119013,98153,5.444,360,GA,Purchase,B,5+ years,$100k-$150k,Late (30-59 days),6,Apex Servicing,2026-08-13,2026-08-27,,OriginationSystem
LN-2019,BW-4019,Fixed,2022-11-04,2037-11-04,368092,291020,5.951,180,CA,DebtConsolidation,D,< 1 year,$0-$50k,Late (30-59 days),29,Summit Mortgage,2026-08-04,2026-08-27,,OriginationSystem
LN-2020,BW-4020,Fixed,2021-11-11,2051-11-11,453813,289974,8.323,360,FL,Purchase,B,1-3 years,$100k-$150k,Current,0,Apex Servicing,2026-08-18,2026-08-27,,OriginationSystem
LN-2021,BW-4021,Fixed,2024-02-24,2054-02-24,473623,463888,5.815,360,IL,Purchase,C,5+ years,$100k-$150k,Late (60-89 days),14,Summit Mortgage,2026-08-10,2026-08-27,,OriginationSystem
LN-2022,BW-4022,VA,2021-10-05,2051-10-05,251106,250318,3.894,360,FL,DebtConsolidation,C,1-3 years,$50k-$100k,Late (30-59 days),29,Apex Servicing,2026-08-15,2026-08-27,,OriginationSystem
LN-2023,BW-4023,VA,2021-07-22,2051-07-22,333650,215687,4.475,360,TX,DebtConsolidation,B,1-3 years,$100k-$150k,Late (60-89 days),23,Summit Mortgage,2026-08-25,2026-08-27,,OriginationSystem
LN-2024,BW-4024,FHA,2020-02-14,2050-02-14,447728,359341,6.144,360,CA,Refinance,D,< 1 year,$150k+,Current,0,Apex Servicing,2026-08-03,2026-08-27,,OriginationSystem
